"CECC.Record.Number","detention_length_base","censored_base","detention_length_extra","censored_extra","dyear","male","age","bigcity","serious_issue","mongol","tibetan","uyghur","other","buddhist","christian","cultist","falun_gong","muslim","religious_leader","student","activist_ngo","journalist_publishing","dangerous_professions"
"2022-00006",NA,1,NA,1,2021,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00005",NA,1,NA,1,2021,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00162",25.2653020994185,1,25.2653020994185,1,2021,1,64.0219178082192,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00203",25.7252685875743,1,35.9759503236193,0,2021,1,44.9835616438356,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2021-00526",25.8238328350363,1,25.8238328350363,1,2021,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00172",21.9469724348655,0,21.9469724348655,0,2021,1,36.6958904109589,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2021-00386",1.0184972237737,0,1.0184972237737,0,2021,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2022-00178",NA,1,NA,1,2021,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2023-00003",NA,1,NA,1,2021,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2009-00184",26.0866708282682,1,26.0866708282682,1,2021,1,58.6109589041096,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00207",26.1195255774222,1,36.0088050727733,0,2021,1,44.4547945205479,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00141",26.1523803265762,1,26.1523803265762,1,2021,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00149",26.1523803265762,1,26.1523803265762,1,2021,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00150",26.1523803265762,1,26.1523803265762,1,2021,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00140",26.1523803265762,1,26.1523803265762,1,2021,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00151",26.1523803265762,1,26.1523803265762,1,2021,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00387",26.3495088215001,1,26.3495088215001,1,2021,1,62.9315068493151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00008",26.4480730689621,1,26.4480730689621,1,2021,1,51.5972602739726,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00513",12.4848046785163,0,12.4848046785163,0,2021,1,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2023-00101",26.710911062194,1,26.710911062194,1,2021,1,43.9150684931507,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00175",26.84233005881,1,26.84233005881,1,2021,1,52.6767123287671,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00011",27.0394585537339,1,11.9591286920524,0,2021,0,26.3945205479452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00010",27.0394585537339,1,11.9919834412064,0,2021,1,30.9315068493151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00009",27.0394585537339,1,23.9511121332589,0,2021,1,30.9616438356164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00012",27.0394585537339,1,9.95498899365903,0,2021,0,27.5698630136986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00013",27.0394585537339,1,9.03505601734731,0,2021,0,19.3013698630137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00516",27.2694417978119,1,27.2694417978119,1,2021,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-00113",27.4008607944278,1,27.4008607944278,1,2021,0,45.8438356164384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00380",27.4994250418898,1,27.4994250418898,1,2021,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00381",27.4994250418898,1,27.4994250418898,1,2021,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2023-00059",27.6308440385058,1,59.9599172060321,0,2021,1,49.8246575342466,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2013-00275",27.8608272825837,1,27.8608272825837,1,2021,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00194",25.6267043401124,0,25.6267043401124,0,2021,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2022-00163",27.9593915300457,1,27.9593915300457,1,2021,0,23.7972602739726,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00195",27.9922462791997,1,27.9922462791997,1,2021,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00081",NA,1,NA,1,2021,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00134",28.2879390215856,1,28.2879390215856,1,2021,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2012-00092",28.2879390215856,1,28.2879390215856,1,2021,1,39.627397260274,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00219",28.3207937707396,1,28.3207937707396,1,2021,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00538",28.3536485198936,1,95.9687222788054,0,2021,1,52.9616438356164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00041",28.5179222656635,1,28.5179222656635,1,2021,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00066",28.5836317639715,1,28.5836317639715,1,2021,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2016-00036",28.7479055097414,1,28.7479055097414,1,2021,0,49.4958904109589,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00061",29.1421624995893,1,29.1421624995893,1,2021,1,30.4547945205479,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00390",29.3064362453593,1,29.3064362453593,1,2021,1,38.6849315068493,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00056",29.4050004928212,1,29.4050004928212,1,2021,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00049",9.88927949535105,0,9.88927949535105,0,2021,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"2022-00091",30.4563524657489,1,13.8975588921379,0,2021,1,45.8712328767123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00392",30.4892072149029,1,30.4892072149029,1,2021,1,29.586301369863,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00011",30.7848999572888,1,30.7848999572888,1,2021,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00010",30.7848999572888,1,30.7848999572888,1,2021,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00156",NA,1,NA,1,2021,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-00476",NA,1,NA,1,2021,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2009-00478",NA,1,NA,1,2021,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00103",NA,1,NA,1,2021,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00153",NA,1,NA,1,2021,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00154",NA,1,NA,1,2021,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00155",NA,1,NA,1,2021,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00130",NA,1,NA,1,2021,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00095",NA,1,NA,1,2021,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2023-00002",NA,1,NA,1,2021,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2009-00475",NA,1,NA,1,2021,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00090",NA,1,NA,1,2021,0,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00114",NA,1,NA,1,2021,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00105",NA,1,NA,1,2021,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00106",NA,1,NA,1,2021,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-00029",NA,1,NA,1,2021,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2023-00087",NA,1,NA,1,2021,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2021-003881",0.558530735617834,0,0.558530735617834,0,2020,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2013-00197",31.0805926996747,1,31.0805926996747,1,2020,1,50.5369863013699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00177",31.0805926996747,1,31.0805926996747,1,2020,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00001",31.2120116962907,1,31.2120116962907,1,2020,0,51.4630136986301,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00003",31.4748496895226,1,31.4748496895226,1,2020,1,48.7945205479452,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00316",31.7705424319085,1,31.7705424319085,1,2020,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00008",31.9019614285245,1,31.9019614285245,1,2020,1,40.1753424657534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-00103",32.0005256759865,1,23.9511121332589,0,2020,1,54.1479452054795,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2021-00051",32.3619279166804,1,45.8980845681243,0,2020,1,39.4301369863014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00053",32.5919111607583,1,32.5919111607583,1,2020,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00054",32.5919111607583,1,32.5919111607583,1,2020,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00315",32.5919111607583,1,0.361402240693892,0,2020,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00052",32.5919111607583,1,32.5919111607583,1,2020,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00055",32.5919111607583,1,32.5919111607583,1,2020,0,48.2794520547945,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2004-04528",32.5919111607583,1,32.5919111607583,1,2020,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00303",11.9591286920524,0,11.9591286920524,0,2020,0,23.4082191780822,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004-04108",32.9204586522982,1,32.9204586522982,1,2020,1,58.0520547945206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-00291",33.1504418963761,1,119.952689161218,0,2020,1,44.1287671232877,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2021-00547",33.3475703913001,1,33.3475703913001,1,2020,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016-00297",33.544698886224,1,33.544698886224,1,2020,1,41.3315068493151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2021-00535",33.544698886224,1,33.544698886224,1,2020,0,49.8169398907104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2020-00251",33.610408384532,1,33.610408384532,1,2020,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00249",33.610408384532,1,33.610408384532,1,2020,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00404",34.1360843709958,1,299.963859775931,0,2020,1,29.5123287671233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2022-00134",34.4974866116897,1,34.4974866116897,1,2020,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00228",34.6946151066137,1,35.9759503236193,0,2020,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2020-00232",34.6946151066137,1,29.9306764792851,0,2020,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2020-00255",34.6946151066137,1,34.6946151066137,1,2020,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00256",34.6946151066137,1,34.6946151066137,1,2020,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00248",34.6946151066137,1,34.6946151066137,1,2020,1,57.441095890411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00327",NA,1,NA,1,2020,1,60.2520547945205,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2017-00357",NA,1,NA,1,2020,0,46.2520547945205,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010-00257",0.525675986463843,0,0.525675986463843,0,2020,1,46.213698630137,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2022-00152",NA,1,NA,1,2020,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00021",NA,1,NA,1,2020,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00197",35.3188553405395,1,35.3188553405395,1,2020,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00196",35.3188553405395,1,35.3188553405395,1,2020,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00023",1.21562571869764,0,1.21562571869764,0,2020,1,61.8661202185792,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00246",35.5816933337714,1,35.5816933337714,1,2020,0,45.1616438356164,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00545",35.6474028320794,1,35.6474028320794,1,2020,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00544",35.6474028320794,1,11.9919834412064,0,2020,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2023-00047",35.8116765778493,1,35.9430955744653,0,2020,0,65.8907103825137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00397",NA,1,NA,1,2020,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004-05304",NA,1,NA,1,2020,1,84.1671232876712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00396",NA,1,NA,1,2020,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00398",NA,1,NA,1,2020,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-00065",36.1402240693892,1,59.9599172060321,0,2020,1,27.1150684931507,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2023-00090",36.3044978151592,1,85.3237835529126,0,2020,0,42.6584699453552,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"2023-00089",36.3044978151592,1,85.3237835529126,0,2020,1,52.4153005464481,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"2022-00058",36.4030620626212,1,36.4030620626212,1,2020,0,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022-00059",36.4030620626212,1,36.4030620626212,1,2020,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00054",36.4030620626212,1,47.9679337648257,0,2020,1,42.0438356164384,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022-00055",36.4030620626212,1,48.0007885139797,0,2020,0,48.172602739726,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022-00048",36.4030620626212,1,59.9599172060321,0,2020,1,27.3934426229508,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022-00053",36.4030620626212,1,47.9679337648257,0,2020,0,26.1260273972603,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022-00051",36.4030620626212,1,59.9599172060321,0,2020,0,30.0794520547945,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022-00052",36.4030620626212,1,47.9679337648257,0,2020,0,28.2465753424658,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022-00056",36.4030620626212,1,23.9511121332589,0,2020,0,26.6420765027322,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022-00050",36.4030620626212,1,59.9599172060321,0,2020,1,26.3671232876712,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022-00057",36.4030620626212,1,23.9511121332589,0,2020,0,29.7650273224044,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2022-00049",36.4030620626212,1,36.4030620626212,1,2020,0,26.7677595628415,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2008-00675",36.4030620626212,1,96.0015770279594,0,2020,0,51.6311475409836,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2021-00005",36.5673358083911,1,11.9919834412064,0,2020,1,29.9344262295082,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2021-00015",36.961592798239,1,36.961592798239,1,2020,0,41.5327868852459,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00030",36.961592798239,1,36.961592798239,1,2020,1,49.2219178082192,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00031",36.961592798239,1,36.961592798239,1,2020,0,38.6311475409836,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00032",36.961592798239,1,36.961592798239,1,2020,1,44.0520547945206,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00162",37.3887045372409,1,37.3887045372409,1,2020,1,70.0109589041096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00253",37.4544140355488,1,37.4544140355488,1,2020,1,45.0054794520548,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2020-00218",37.4544140355488,1,29.9635312284391,0,2020,0,35.8688524590164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00245",37.6515425304728,1,37.6515425304728,1,2020,1,36.5710382513661,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00174",37.8158162762427,1,37.8158162762427,1,2020,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00173",29.9635312284391,0,29.9635312284391,0,2020,0,50.8060109289617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-00088",37.8815257745507,1,47.9679337648257,0,2020,1,42.9153005464481,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2020-00268",NA,1,NA,1,2020,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00045",NA,1,NA,1,2020,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00269",NA,1,NA,1,2020,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00063",NA,1,NA,1,2020,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00420",38.0457995203207,1,48.0007885139797,0,2020,1,34.7978142076503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00180",38.0457995203207,1,38.0457995203207,1,2020,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016-00367",38.1443637677826,1,38.1443637677826,1,2020,1,39.879781420765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-00401",38.3086375135526,1,38.3086375135526,1,2020,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-004041",3.38403916286099,0,3.38403916286099,0,2020,1,29.1561643835616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2019-00185",38.4400565101685,1,38.4400565101685,1,2020,0,34.6092896174863,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00058",38.5057660084765,1,11.9919834412064,0,2020,1,49.9781420765027,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00175",38.5714755067845,1,48.0007885139797,0,2020,0,36.6967213114754,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00163",38.7028945034005,1,36.863028550777,0,2020,1,38.4972677595628,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00252",38.9985872457864,1,71.9519006472386,0,2020,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00209",39.0642967440944,1,54.0460623583139,0,2020,1,43.0602739726027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00264",39.2285704898643,1,83.976738837599,0,2020,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2020-00263",39.2285704898643,1,83.976738837599,0,2020,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2020-00259",39.2285704898643,1,83.976738837599,0,2020,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2020-00262",39.2285704898643,1,83.976738837599,0,2020,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2020-00204",15.8688438413773,0,15.8688438413773,0,2020,1,26.844262295082,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00203",15.8688438413773,0,15.8688438413773,0,2020,1,27.1748633879781,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2021-00531",39.4914084830962,1,29.9635312284391,0,2020,1,63.5355191256831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00046",20.3370897263199,0,20.3370897263199,0,2020,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00519",39.7871012254821,1,5.97956434602622,0,2020,0,39.6994535519126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00221",NA,1,NA,1,2020,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015-00417",NA,1,NA,1,2020,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00170",40.0499392187141,1,40.0499392187141,1,2020,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00171",40.148503466176,1,40.148503466176,1,2020,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00211",40.5756152051779,1,40.5756152051779,1,2020,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00143",40.6413247034859,1,40.6413247034859,1,2020,1,69.0109589041096,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015-00144",40.6413247034859,1,41.9883694187995,0,2020,1,54.9016393442623,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2014-00190",40.7070342017939,1,40.7070342017939,1,2020,1,67.8142076502732,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00222",40.8384531984098,1,40.8384531984098,1,2020,1,49.8989071038251,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00318",NA,1,NA,1,2020,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2020-00139",41.1341459407957,1,41.1341459407957,1,2020,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00129",41.4626934323356,1,41.4626934323356,1,2020,0,29.0928961748634,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00199",41.4955481814896,1,41.4955481814896,1,2020,1,46.9562841530055,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00140",38.6371850050925,0,38.6371850050925,0,2020,1,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2020-00052",41.7912409238755,1,41.7912409238755,1,2020,1,34.6448087431694,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00023",41.7912409238755,1,41.7912409238755,1,2020,1,40.0874316939891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2008-00668",41.9883694187995,1,47.9679337648257,0,2020,1,51.7322404371585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00071",42.2183526628774,1,42.2183526628774,1,2020,1,40.9260273972603,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2020-00158",42.2512074120314,1,42.2512074120314,1,2020,0,53.1420765027322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00216",42.5140454052633,1,42.5140454052633,1,2020,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2020-00014",0.295692742385912,0,0.295692742385912,0,2020,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00265",NA,1,NA,1,2020,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2020-00289",NA,1,NA,1,2020,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00164",NA,1,NA,1,2020,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00292",NA,1,NA,1,2020,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00293",NA,1,NA,1,2020,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00143",NA,1,NA,1,2020,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00113",NA,1,NA,1,2020,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00024",NA,1,NA,1,2020,1,46,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00024",43.0725761408812,1,43.0725761408812,1,2019,1,47.5382513661202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00011",43.1711403883431,1,43.1711403883431,1,2019,1,46.6147540983607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00013",43.1711403883431,1,43.1711403883431,1,2019,1,35.5300546448087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00012",43.1711403883431,1,43.1711403883431,1,2019,1,52.3524590163934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00307",43.1711403883431,1,43.1711403883431,1,2019,1,52.3579234972678,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00007",43.466833130729,1,43.466833130729,1,2019,1,47.5054644808743,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00169",43.663961625653,1,43.663961625653,1,2019,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00093",43.795380622269,1,43.795380622269,1,2019,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00224",43.9596543680389,1,4.00827939678681,0,2019,1,41.1092896174863,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00142",NA,1,NA,1,2019,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00009",NA,1,NA,1,2019,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2020-00008",NA,1,NA,1,2019,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
