"CECC.Record.Number","detention_length_base","censored_base","detention_length_extra","censored_extra","dyear","male","age","bigcity","serious_issue","mongol","tibetan","uyghur","other","buddhist","christian","cultist","falun_gong","muslim","religious_leader","student","activist_ngo","journalist_publishing","dangerous_professions"
"2014-00374",35.3517100896935,0,35.3517100896935,0,2013,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2014-00385",115.320169530506,1,107.993560469166,0,2013,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2014-00376",115.320169530506,1,96.0015770279594,0,2013,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2014-00297",11.9591286920524,0,11.9591286920524,0,2013,0,43.2027397260274,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016-00114",115.451588527122,1,84.009593586753,0,2013,1,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2014-00060",115.484443276276,1,115.484443276276,1,2013,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00061",115.484443276276,1,115.484443276276,1,2013,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00182",115.583007523738,1,115.583007523738,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00245",115.648717022046,1,36.0088050727733,0,2013,0,39.9232876712329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00246",115.648717022046,1,36.0088050727733,0,2013,0,34.0547945205479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00249",115.648717022046,1,23.9839668824129,0,2013,1,43.0986301369863,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00247",115.648717022046,1,23.9839668824129,0,2013,0,32.2547945205479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00248",115.648717022046,1,17.9715477872326,0,2013,0,44.0164383561644,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00059",115.648717022046,1,115.648717022046,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00129",115.714426520354,1,115.714426520354,1,2013,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00014",29.9306764792851,0,29.9306764792851,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2015-00040",13.9961231395998,0,13.9961231395998,0,2013,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00410",36.0416598219273,0,36.0416598219273,0,2013,0,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00068",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00130",NA,1,NA,1,2013,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00124",115.977264513585,1,115.977264513585,1,2013,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00070",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00141",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00012",116.010119262739,1,41.9555146696455,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00015",116.042974011893,1,116.042974011893,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00173",116.042974011893,1,116.042974011893,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2015-00432",116.042974011893,1,59.9927719551861,0,2013,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2014-00062",116.141538259355,1,116.141538259355,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00137",116.207247757663,1,119.985543910372,0,2013,1,53.4438356164384,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2016-00081",116.207247757663,1,155.994348983145,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00135",116.207247757663,1,119.985543910372,0,2013,1,33.4438356164384,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00055",116.240102506817,1,116.240102506817,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00024",116.240102506817,1,119.985543910372,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2008-00570",116.240102506817,1,116.240102506817,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00009",116.338666754279,1,107.993560469166,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00056",116.371521503433,1,116.371521503433,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00054",116.404376252587,1,116.404376252587,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00047",116.404376252587,1,71.9847553963925,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00126",116.470085750895,1,144.002365541939,0,2013,1,47.8794520547945,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"2008-00370",116.502940500049,1,36.0088050727733,0,2013,0,50.4191780821918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2019-00398",116.568649998357,1,53.9474981108519,0,2013,1,43.9561643835616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00375",116.634359496665,1,116.634359496665,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00225",0.755659230541775,0,0.755659230541775,0,2013,1,58.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00352",0.295692742385912,0,0.295692742385912,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2013-00348",116.897197489897,1,116.897197489897,1,2013,0,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2013-00350",0.295692742385912,0,0.295692742385912,0,2013,0,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2013-00356",0.295692742385912,0,0.295692742385912,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2013-00358",0.295692742385912,0,0.295692742385912,0,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00349",116.897197489897,1,116.897197489897,1,2013,0,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2013-00360",0.295692742385912,0,0.295692742385912,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00063",116.897197489897,1,116.897197489897,1,2013,0,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2013-00354",0.295692742385912,0,0.295692742385912,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2013-00353",0.295692742385912,0,0.295692742385912,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2013-00359",0.295692742385912,0,0.295692742385912,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2013-00362",0.295692742385912,0,0.295692742385912,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2013-00351",0.295692742385912,0,0.295692742385912,0,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00355",116.897197489897,1,116.897197489897,1,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2013-00357",0.295692742385912,0,0.295692742385912,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00064",116.897197489897,1,116.897197489897,1,2013,0,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2013-00361",0.295692742385912,0,0.295692742385912,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00083",NA,1,NA,1,2013,0,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2015-00042",NA,1,NA,1,2013,1,46.9890410958904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00010",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00011",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00046",117.094325984821,1,59.9927719551861,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00210",117.160035483129,1,84.009593586753,0,2013,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2014-00086",2.26697769162532,0,2.26697769162532,0,2013,0,41.013698630137,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2013-00329",117.357163978053,1,117.357163978053,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00331",117.357163978053,1,117.357163978053,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00328",117.357163978053,1,117.357163978053,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00330",117.357163978053,1,117.357163978053,1,2013,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00332",117.357163978053,1,117.357163978053,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00327",117.422873476361,1,59.9927719551861,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00243",0.0657094983079804,0,0.0657094983079804,0,2013,0,70.1342465753425,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00324",117.455728225515,1,117.455728225515,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00323",117.455728225515,1,117.455728225515,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2016-00452",117.488582974669,1,53.9803528600059,0,2013,1,50.7616438356164,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2013-00325",117.521437723823,1,117.521437723823,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00326",117.521437723823,1,117.521437723823,1,2013,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00319",117.620001971285,1,119.985543910372,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2013-00366",117.620001971285,1,117.620001971285,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00368",117.620001971285,1,117.620001971285,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00320",0.262837993231922,0,0.262837993231922,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2013-00367",117.620001971285,1,117.620001971285,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00318",117.652856720439,1,155.994348983145,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2013-00321",117.652856720439,1,117.652856720439,1,2013,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2015-00293",117.685711469593,1,59.9927719551861,0,2013,1,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2016-00219",47.9679337648257,0,47.9679337648257,0,2013,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2010-00456",117.915694713671,1,132.010382100733,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2022-00090",117.915694713671,1,117.915694713671,1,2013,0,30.4876712328767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00067",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00069",NA,1,NA,1,2013,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00066",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2015-00294",NA,1,NA,1,2013,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2013-00317",118.047113710287,1,118.047113710287,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2018-00505",118.277096954365,1,84.009593586753,0,2013,1,44.9013698630137,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2014-00208",118.408515950981,1,119.985543910372,0,2013,1,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2014-00048",118.408515950981,1,118.408515950981,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2009-00195",118.572789696751,1,118.572789696751,1,2013,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00302",118.572789696751,1,118.572789696751,1,2013,1,51.8931506849315,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00251",118.671353944213,1,118.671353944213,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2016-00056",118.802772940829,1,36.0088050727733,0,2013,1,41.8767123287671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015-00144",17.5772907973848,0,17.5772907973848,0,2013,1,48.3890410958904,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2015-00245",21.4541511975556,0,21.4541511975556,0,2013,1,53.358904109589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00052",118.901337188291,1,118.901337188291,1,2013,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00053",118.901337188291,1,118.901337188291,1,2013,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00294",118.901337188291,1,29.9635312284391,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00087",NA,1,NA,1,2013,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016-00350",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00051",119.22988467983,1,119.22988467983,1,2013,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00315",119.262739428984,1,119.262739428984,1,2013,1,37.958904109589,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00050",119.295594178138,1,119.295594178138,1,2013,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00356",119.361303676446,1,23.9839668824129,0,2013,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2014-00355",119.361303676446,1,18.0372572855406,0,2013,1,38.1808219178082,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2014-00357",119.361303676446,1,27.0066038045799,0,2013,1,38.1808219178082,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2014-00036",119.3941584256,1,7.98370404441962,0,2013,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00031",119.3941584256,1,7.98370404441962,0,2013,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00026",8.93649176988534,0,8.93649176988534,0,2013,1,48.8657534246575,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2014-00029",7.85228504780366,0,7.85228504780366,0,2013,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00037",8.93649176988534,0,8.93649176988534,0,2013,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00028",7.85228504780366,0,7.85228504780366,0,2013,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00030",7.85228504780366,0,7.85228504780366,0,2013,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00034",119.3941584256,1,7.98370404441962,0,2013,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00027",119.3941584256,1,7.98370404441962,0,2013,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00033",8.93649176988534,0,8.93649176988534,0,2013,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00032",119.3941584256,1,7.98370404441962,0,2013,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00035",119.3941584256,1,7.98370404441962,0,2013,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00090",0.328547491539902,0,0.328547491539902,0,2013,0,30.3534246575342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2011-00313",30.5220619640569,0,30.5220619640569,0,2013,1,31.6904109589041,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00085",119.689851167986,1,23.9839668824129,0,2013,1,46.9260273972603,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00226",2.89121792555114,0,2.89121792555114,0,2013,1,49.0109589041096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2005-00143",119.755560666294,1,71.9847553963925,0,2013,1,47.0164383561644,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2013-00301",119.788415415448,1,119.788415415448,1,2013,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-00020",119.88697966291,1,119.88697966291,1,2013,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00281",60.288464697572,0,60.288464697572,0,2013,1,47.7671232876712,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2014-00400",NA,1,NA,1,2013,1,51.1671232876712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00267",42.0540789171075,0,42.0540789171075,0,2013,1,33.1260273972603,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00094",120.182672405296,1,120.182672405296,1,2013,0,47.1123287671233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00233",120.281236652758,1,84.009593586753,0,2013,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2013-00266",120.281236652758,1,59.9927719551861,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00354",120.314091401912,1,36.0088050727733,0,2013,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2013-00265",120.346946151066,1,120.346946151066,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00248",120.37980090022,1,120.37980090022,1,2013,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00247",120.37980090022,1,120.37980090022,1,2013,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00249",120.37980090022,1,120.37980090022,1,2013,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00246",120.37980090022,1,120.37980090022,1,2013,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00263",120.37980090022,1,120.37980090022,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2004-02745",37.7501067779347,0,37.7501067779347,0,2013,1,50.1260273972603,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2005-00199",47.9679337648257,0,47.9679337648257,0,2013,1,40.372602739726,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2013-00391",120.511219896836,1,120.511219896836,1,2013,1,60.0904109589041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00317",120.511219896836,1,84.009593586753,0,2013,1,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2013-00347",2.59552518316523,0,2.59552518316523,0,2013,1,25.4465753424658,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"2013-00274",47.8693695173637,0,47.8693695173637,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2018-00156",120.609784144298,1,64.0339061011269,0,2013,1,20.558904109589,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"2013-00282",120.642638893452,1,120.642638893452,1,2013,0,38.5205479452055,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00260",120.806912639222,1,120.806912639222,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00262",120.806912639222,1,120.806912639222,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00261",120.806912639222,1,120.806912639222,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00395",20.271380228012,0,20.271380228012,0,2013,1,39.7150684931507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00390",23.2611624010251,0,23.2611624010251,0,2013,0,45.2054794520548,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00393",120.938331635838,1,120.938331635838,1,2013,1,44.4356164383562,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016-00204",120.938331635838,1,120.938331635838,1,2013,0,43.1534246575342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00389",120.938331635838,1,120.938331635838,1,2013,1,41.1506849315069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00287",35.9759503236193,0,35.9759503236193,0,2013,1,43.9643835616438,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2021-00017",NA,1,NA,1,2013,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00268",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00264",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00220",121.004041134146,1,119.985543910372,0,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00148",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00153",NA,1,NA,1,2013,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00150",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00147",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00151",NA,1,NA,1,2013,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00154",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2016-00215",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2010-00269",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00152",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2016-00216",NA,1,NA,1,2013,1,NA,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2014-00149",NA,1,NA,1,2013,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00089",121.20116962907,1,11.9919834412064,0,2013,1,38.6575342465753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00091",121.20116962907,1,11.9919834412064,0,2013,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00092",121.20116962907,1,9.98784374281302,0,2013,0,50.8438356164384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00090",121.20116962907,1,11.9919834412064,0,2013,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00244",0.0985642474619706,0,0.0985642474619706,0,2013,0,51.2657534246575,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2014-00308",21.9469724348655,0,21.9469724348655,0,2013,1,49.0904109589041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00283",121.628281368072,1,121.628281368072,1,2013,1,26.9917808219178,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021-00538",36.0088050727733,0,36.0088050727733,0,2013,1,45.1890410958904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016-00234",121.69399086638,1,48.0007885139797,0,2013,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2016-00231",121.69399086638,1,84.009593586753,0,2013,1,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2016-00233",121.69399086638,1,29.9963859775931,0,2013,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2016-00237",121.69399086638,1,20.041396983934,0,2013,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2016-00236",121.69399086638,1,20.041396983934,0,2013,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2016-00238",121.69399086638,1,20.041396983934,0,2013,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2016-00230",54.0132076091599,0,54.0132076091599,0,2013,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2016-00232",121.69399086638,1,48.0007885139797,0,2013,1,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2016-00229",121.69399086638,1,59.9927719551861,0,2013,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2016-00235",121.69399086638,1,20.041396983934,0,2013,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2012-00119",21.9469724348655,0,21.9469724348655,0,2013,1,62.5698630136986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00005",121.825409862996,1,11.9919834412064,0,2013,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00224",121.891119361304,1,121.891119361304,1,2013,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2016-00134",21.9141176857115,0,21.9141176857115,0,2013,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2004-05024",121.923974110458,1,121.923974110458,1,2013,1,48.4739726027397,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00352",121.923974110458,1,84.009593586753,0,2013,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2014-00349",121.923974110458,1,59.9927719551861,0,2013,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2013-00215",17.9715477872326,0,17.9715477872326,0,2013,1,35.5753424657534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00226",122.02253835792,1,6.01241909518021,0,2013,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00043",12.8790616683642,0,12.8790616683642,0,2013,1,45.3041095890411,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014-00044",122.121102605382,1,8.0494135427276,0,2013,1,39.4712328767123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013-00231",59.5985149653382,0,59.5985149653382,0,2013,1,23.2684931506849,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"2013-00251",122.219666852844,1,122.219666852844,1,2013,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
